"System","Cali.User.Selection","Analyt.User.Selection","Chromatography","Report.File","Cali.Default.File","SAA.Menue","FullName","Solids","Method","Element","Analyt","Signal.Name","SAA","Version","QC.Kind","QC.Name","QC.RegEx","Filename","Zielwert","Unsicherheit","LimitBG","Unit.Accept","QC.Norm","Unit.Norm","Datum.Val","Datum.Reval","Datum.Next.Reval","Operator.Reval","BGMethod","Significant.Digits","Alpha","Masse","UseMeans","UseIntCorr","outlier","BG.SAA","QC.Spike"
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Ba",,,"5.1.1","2","QC","Ba_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Ba_NBS1633c.csv",100,20,,"%",0.1126,"%",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Ca",,,"5.1.1","2","VBW","Ca_VBW",,"SAA_5.1.1_Ca_VBW.csv",,,25,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Ca",,,"5.1.1","2","QC","Ca_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Ca_NBS1633c.csv",100,20,,"%",1365,"%",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Cd",,,"5.1.1","2","VBW","Cd_VBW",,"SAA_5.1.1_Cd_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Cd",,,"5.1.1","2","QC","Cd_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Cd_NBS1633c.csv",100,20,,"%",758,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Co",,,"5.1.1","2","VBW","Co_VBW",,"SAA_5.1.1_Co_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Co",,,"5.1.1","2","QC","Co_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Co_NBS1633c.csv",100,20,,"%",42.9,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Cr",,,"5.1.1","2","VBW","Cr_VBW",,"SAA_5.1.1_Cr_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Cr",,,"5.1.1","2","QC","Cr_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Cr_NBS1633c.csv",100,20,,"%",258,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Cu",,,"5.1.1","2","VBW","Cu_VBW",,"SAA_5.1.1_Cu_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Cu",,,"5.1.1","2","QC","Cu_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Cu_NBS1633c.csv",100,20,,"%",173.7,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Fe",,,"5.1.1","2","VBW","Fe_VBW",,"SAA_5.1.1_Fe_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Fe",,,"5.1.1","2","QC","Fe_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Fe_NBS1633c.csv",100,20,,"%",10.49,"%",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","K","K_7664_44","K_7664_44","5.1.1","2","VBW","K_VBW",,"SAA_5.1.1_K_VBW.csv",,,5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","K","K_7664_44","K_7664_44","5.1.1","2","QC","K_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_K_NBS1633c.csv",100,20,,"%",1773,"%",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Mg",,,"5.1.1","2","VBW","Mg_VBW",,"SAA_5.1.1_Mg_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Mg",,,"5.1.1","2","QC","Mg_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Mg_NBS1633c.csv",100,20,,"%",498,"%",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Mn",,,"5.1.1","2","VBW","Mn_VBW",,"SAA_5.1.1_Mn_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Mn",,,"5.1.1","2","QC","Mn_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Mn_NBS1633c.csv",100,20,,"%",240.2,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Na",,,"5.1.1","2","VBW","Na_VBW",,"SAA_5.1.1_Na_VBW.csv",,,10,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Na",,,"5.1.1","2","QC","Na_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Na_NBS1633c.csv",100,20,,"%",0.1707,"%",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Ni",,,"5.1.1","2","VBW","Ni_VBW",,"SAA_5.1.1_Ni_VBW.csv",,,5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Ni",,,"5.1.1","2","QC","Ni_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Ni_NBS1633c.csv",100,20,,"%",132,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","P",,,"5.1.1","2","VBW","P_VBW",,"SAA_5.1.1_P_VBW.csv",,,10,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","P",,,"5.1.1","2","QC","P_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_P_NBS1633c.csv",100,20,,"%",192,"%",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Pb","Pb2203_453","Pb2203_453","5.1.1","2","VBW","Pb_VBW",,"SAA_5.1.1_Pb_VBW.csv",,,10,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Pb","Pb2203_453","Pb2203_453","5.1.1","2","QC","Pb_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Pb_NBS1633c.csv",100,20,,"%",95.2,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Sb",,,"5.1.1","2","VBW","Sb_VBW",,"SAA_5.1.1_Sb_VBW.csv",,,10,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Sb",,,"5.1.1","2","QC","Sb_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Sb_NBS1633c.csv",100,20,,"%",8.56,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Se","Se1960_472","Se1960_472","5.1.1","2","VBW","Se_VBW",,"SAA_5.1.1_Se_VBW.csv",,,10,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Se","Se1960_472","Se1960_472","5.1.1","2","QC","Se_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Se_NBS1633c.csv",100,20,,"%",13.9,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Sn","Sn1899_478","Sn1899_478","5.1.1","2","VBW","Sn_VBW",,"SAA_5.1.1_Sn_VBW.csv",,,10,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Sr",,,"5.1.1","2","VBW","Sr_VBW",,"SAA_5.1.1_Sr_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Sr",,,"5.1.1","2","QC","Sr_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Sr_NBS1633c.csv",100,20,,"%",901,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Ti",,,"5.1.1","2","VBW","Ti_VBW",,"SAA_5.1.1_Ti_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Ti",,,"5.1.1","2","QC","Ti_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Ti_NBS1633c.csv",100,20,,"%",724,"%",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Tl",,,"5.1.1","2","VBW","Tl_VBW",,"SAA_5.1.1_Tl_VBW.csv",,,10,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","V",,,"5.1.1","2","VBW","V_VBW",,"SAA_5.1.1_V_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","V",,,"5.1.1","2","QC","V_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_V_NBS1633c.csv",100,20,,"%",286.2,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Zn",,,"5.1.1","2","VBW","Zn_VBW",,"SAA_5.1.1_Zn_VBW.csv",,,2.5,"mg/kg",,,,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd",,"SAA 5.1.1 ICP-OES Rest- & Brennstoffe",,1,"OES Brennstoffe","Zn",,,"5.1.1","2","QC","Zn_NBS1633c","^NBS 1633c.+?","SAA_5.1.1_Zn_NBS1633c.csv",100,20,,"%",235,"mg/kg",,,,"Sadlowski","Kaiser","3","0.01",,1,0,0,0,0
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Ag",,,"1.5.1","1","VBW","Ag_VBW","^QC VBW","SAA_1.5.1_Ag_VBW.csv",,,10,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Ag",,,"1.5.1","1","QC","Ag_QC","^M.+?QC Spike","SAA_1.5.1_Ag_QC.csv",95,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Al",,,"1.5.1","1","VBW","Al_VBW","^QC VBW","SAA_1.5.1_Al_VBW.csv",,,20,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Al",,,"1.5.1","1","QC","Al_QC","^M.+?QC Spike","SAA_1.5.1_Al_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","As",,,"1.5.1","1","VBW","As_VBW","^QC VBW","SAA_1.5.1_As_VBW.csv",,,20,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","As",,,"1.5.1","1","QC","As_QC","^M.+?QC Spike","SAA_1.5.1_As_QC.csv",95,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","B",,,"1.5.1","1","VBW","B_VBW","^QC VBW","SAA_1.5.1_B_VBW.csv",,,20,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","B",,,"1.5.1","1","QC","B_QC","^M.+?QC Spike","SAA_1.5.1_B_QC.csv",95,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Ba",,,"1.5.1","1","VBW","Ba_VBW","^QC VBW","SAA_1.5.1_Ba_VBW.csv",,,5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Ba",,,"1.5.1","1","QC","Ba_QC","^M.+?QC Spike","SAA_1.5.1_Ba_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Be",,,"1.5.1","1","VBW","Be_VBW","^QC VBW","SAA_1.5.1_Be_VBW.csv",,,5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Be",,,"1.5.1","1","QC","Be_QC","^M.+?QC Spike","SAA_1.5.1_Be_QC.csv",90,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Bi",,,"1.5.1","1","VBW","Bi_VBW","^QC VBW","SAA_1.5.1_Bi_VBW.csv",,,20,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Bi",,,"1.5.1","1","QC","Bi_QC","^M.+?QC Spike","SAA_1.5.1_Bi_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Ca",,,"1.5.1","1","VBW","Ca_VBW","^QC VBW","SAA_1.5.1_Ca_VBW.csv",,,50,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Ca",,,"1.5.1","1","QC","Ca_QC","^M.+?QC Spike","SAA_1.5.1_Ca_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Cd",,,"1.5.1","1","VBW","Cd_VBW","^QC VBW","SAA_1.5.1_Cd_VBW.csv",,,5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Cd",,,"1.5.1","1","QC","Cd_QC","^M.+?QC Spike","SAA_1.5.1_Cd_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Co",,,"1.5.1","1","VBW","Co_VBW","^QC VBW","SAA_1.5.1_Co_VBW.csv",,,5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Co",,,"1.5.1","1","QC","Co_QC","^M.+?QC Spike","SAA_1.5.1_Co_QC.csv",95,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Cr",,,"1.5.1","1","VBW","Cr_VBW","^QC VBW","SAA_1.5.1_Cr_VBW.csv",,,5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Cr",,,"1.5.1","1","QC","Cr_QC","^M.+?QC Spike","SAA_1.5.1_Cr_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Cu",,,"1.5.1","1","VBW","Cu_VBW","^QC VBW","SAA_1.5.1_Cu_VBW.csv",,,5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Cu",,,"1.5.1","1","QC","Cu_QC","^M.+?QC Spike","SAA_1.5.1_Cu_QC.csv",95,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Fe",,,"1.5.1","1","VBW","Fe_VBW","^QC VBW","SAA_1.5.1_Fe_VBW.csv",,,5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Fe",,,"1.5.1","1","QC","Fe_QC","^M.+?QC Spike","SAA_1.5.1_Fe_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","K",,,"1.5.1","1","VBW","K_VBW","^QC VBW","SAA_1.5.1_K_VBW.csv",,,10,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","K",,,"1.5.1","1","QC","K_QC","^M.+?QC Spike","SAA_1.5.1_K_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Li",,,"1.5.1","1","VBW","Li_VBW","^QC VBW","SAA_1.5.1_Li_VBW.csv",,,5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Li",,,"1.5.1","1","QC","Li_QC","^M.+?QC Spike","SAA_1.5.1_Li_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Mg",,,"1.5.1","1","VBW","Mg_VBW","^QC VBW","SAA_1.5.1_Mg_VBW.csv",,,5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Mg",,,"1.5.1","1","QC","Mg_QC","^M.+?QC Spike","SAA_1.5.1_Mg_QC.csv",100,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Mn",,,"1.5.1","1","VBW","Mn_VBW","^QC VBW","SAA_1.5.1_Mn_VBW.csv",,,5,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Mn",,,"1.5.1","1","QC","Mn_QC","^M.+?QC Spike","SAA_1.5.1_Mn_QC.csv",95,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Mo",,,"1.5.1","1","VBW","Mo_VBW","^QC VBW","SAA_1.5.1_Mo_VBW.csv",,,10,"µg/L",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
"eQuant (OES)",0,1,0,"iCAP_OES_Report.Rmd","","SAA 1.5.1 ICP-OES in wässriger Matrix","",0,"OES Wasser","Mo",,,"1.5.1","1","QC","Mo_QC","^M.+?QC Spike","SAA_1.5.1_Mo_QC.csv",90,15,,"%",,,,,,"Sadlowski","Kaiser","2","0.01",,1,0,0,0,1
